"fc.raw.file"	"EVD:~Contaminants~\"[1]\""	"EVD:~Pep~Intensity~(\">23.0\")~\"[2]\""	"EVD:~Charge~\"[3]\""	"MS^2*Scans:~TopN~high~\"[4]\""	"MS^2*Scans:~TopN~over~RT~\"[5]\""	"EVD:~ID~rate~over~RT~\"[6]\""	"EVD:~RT~Peak~Width~\"[7]\""	"MS^2*Scans:~Ion~Inj~Time~\"[8]\""	"MS^2*Scans:~Intensity~\"[9]\""	"EVD:~MS^2~Oversampling~\"[10]\""	"EVD:~MS~Cal-Pre~(20.0)~\"[11]\""	"EVD:~MS~Cal-Post~\"[12]\""	"MS^2*Scans:~TopN~ID~over~N~\"[13]\""	"EVD:~Pep~Missing~Values~\"[14]\""	"EVD:~Pep~Count~(\">15000\")~\"[15]\""	"EVD:~Prot~Count~(\">3500\")~\"[16]\""	"Average~Overall~Quality"
"file 093"	0.17732461041623	0.178241729736328	0.957370733220156	0.285523205176061	0.676059301800193	0.601480065183071	0.938101188635817	0.000275963572808389	1	0.82321618743344	0.972134	0.999101650312619	0.576462067430158	0.0308455565142364	0.0572	0.0688571428571429	0.521387087643016
"file 094"	0.383943020322626	0.151574611663818	0.970093041489063	0.239744376848803	0.577364805536047	0.606541738918849	0.923186710724334	0.00019089433998282	0	0.838742393509128	0.9700065	0.999723347224152	0.575675405999216	0.0319600230083405	0.0592666666666667	0.066	0.462125846015689
"file 095"	0.33628229066225	0.182098150253296	0.994620856868005	0.284304791830322	0.603726497455628	0.593401029581478	0.891638260724975	0.000373029935652336	1	0.84192439862543	0.976498	0.99977776569144	0.566499517297041	0.037855910267472	0.0702	0.0765714285714286	0.528485745485276
"file 096"	0.0932981578103869	0.360286235809326	0.974294722161331	0.105095434571131	0.507645243111764	0.590418876179477	0.943831439694899	0.000850701829008932	0.30871075931023	0.87192118226601	0.9578515	0.98066650628424	0.618396575713887	0.0069384526890998	0.0128666666666667	0.0277142857142857	0.460049171238234
"file 097"	0.199676021314642	0.30672550201416	0.999619294856134	0.161394269082845	0.410091221697686	0.592500959829277	0.942540322580645	0.00080945442771572	0.348849755841138	0.850378787878788	0.966047	0.999844438276884	0.626234876718592	0.0179033649698016	0.0332	0.0422857142857143	0.468631311485876
"file 098"	0.0880931201744444	0.257712602615356	0.999184532895062	0.163844668797671	0.381424189558543	0.573104270990553	0.940824075441057	0.000730994152046784	0.325784291530033	0.844393592677345	0.962865	0.999993282109791	0.633483679424318	0.0145959160195571	0.0270666666666667	0.0431428571428571	0.453515233762206
"file 099"	0.0594819459718828	0.318247079849243	0.933629818094953	0.161021949492565	0.416117354620657	0.569920864591651	0.947872368011617	0.00151891742612538	0.375397726208024	0.802250803858521	0.97452475	0.99901048964719	0.662775607660762	0.0204918032786885	0.038	0.0497142857142857	0.458123485276635
"file 100"	0.0843646674702283	0.32845139503479	0.909162283513047	0.277451396039004	0.275234765912619	0.515274985717766	0.905349486670944	0.00256880733944954	0.426496893725388	0.808318264014466	0.9887145	0.999997042796354	0.635379830015963	0.0333980442910555	0.0619333333333333	0.0557142857142857	0.456738123849293
"file 101"	0.242288678045553	0.33029317855835	0.958926186668425	0.227354734353615	0.330167793821069	0.545807964840334	0.924453946910054	0.000666592600822131	0.43048370884307	0.801295896328294	0.9906325	0.999095630195933	0.647806028388597	0.0304860511935577	0.0565333333333333	0.0528571428571429	0.473071835433634
"file 102"	0.204398856120995	0.327718257904053	0.943841663602528	0.237200143215181	0.271557607179325	0.530534066867943	0.927668857660925	0.00133827465513692	0.472111722359658	0.813236627379873	0.989329	0.99829939863438	0.685535997298363	0.0359145815358067	0.0666	0.066	0.473205315900885
"file 103"	0.19370265918919	0.256145000457763	0.960472318484488	0.234207351914164	0.295653232185692	0.535406337417367	0.935097520250107	0.000553342186808322	0.426028548659513	0.816079295154185	0.991635	0.998901998475925	0.619821923569779	0.0299467932125395	0.0555333333333333	0.0617142857142857	0.463181183762821
"file 104"	0.0448792623846579	0.255250930786133	0.988380533617373	0.152851897184823	0.416310150379836	0.538263141300287	0.83768315018315	0.00107219442458899	0.384670218692334	0.835164835164835	0.9716835	0.999998659837652	0.693276384609608	0.0188021282714984	0.0348666666666667	0.0591428571428571	0.452018531915394
"file 105"	0.109270702214757	0.552308559417724	0.961810968691394	0.0497845859262806	0.607207133612369	0.617428095076281	0.473136886623936	0.0041820418204182	0.329997523634722	0.957654723127036	0.86868	0.999999543228543	0.635389051637989	0.00985044578659764	0.0182666666666667	0.0448571428571429	0.452489004395116
"file 106"	0.0742494931634949	0.604027509689331	0.982821118558758	0.0612244897959185	0.623302516209237	0.631582309576277	0.454754041613652	0.00416849495392716	0.334767248110342	0.925754060324826	0.86583	0.983367088223737	0.624393766857289	0.0128702904802991	0.0238666666666667	0.0494285714285714	0.45352547910327
"file 107"	0.310798883450227	0.575625896453858	0.98712312938629	0.295375165602794	0.22758013151238	0.557281022658726	0.897121415770609	0.00155736286554767	0.83326720796663	0.895833333333333	0.9889575	0.999846273922611	0.708930975764726	0.0192335346563129	0.0356666666666667	0.0397142857142857	0.523369549107812
"file 108"	0.0530770315082246	0.24029016494751	0.94144000896097	0.174227672992531	0.423256009622644	0.5447101594797	0.876316942223021	0.000768639508070715	0.348346841718985	0.818941504178273	0.9778955	0.994116288204388	0.582249738054172	0.010605406960023	0.0196666666666667	0.0388571428571429	0.440297857367645
"file 109"	0.097265165006254	0.185644626617432	0.927157416804299	0.246654772524532	0.540686630644142	0.62358143978507	0.92140883778637	0.000279433681073025	1	0.742397137745975	0.969652	0.991542245607291	0.544449386746453	0.0188380788035663	0.0349333333333333	0.0431428571428571	0.49297708513929
"file 110"	0.0968052706454304	0.256013870239258	0.958202589733845	0.23685739625065	0.287711276235216	0.553372008431039	0.895447846733257	0.00052820621170505	0.38634499254456	0.885786802030457	0.9891415	0.997395326276722	0.619634507917361	0.0133376473971815	0.0247333333333333	0.0371428571428571	0.452403464445179
"file 111"	0.0104738120391551	0.158786773681641	0.976936483750118	0.237006750452774	0.513240695472514	0.607586757140073	0.933509082120688	0.000189483657034581	1	0.738170347003155	0.9691645	0.997283029882691	0.450019975912801	0.00967069312625827	0.0179333333333333	0.0302857142857143	0.478141089491122
"file 112"	0.0793339404039435	0.263476371765137	0.948096605273743	0.230328295987493	0.296739175106259	0.536838356521735	0.93025965602097	0.00069060773480663	0.443403526860127	0.809286898839138	0.98224	0.999976568976535	0.599196953484172	0.0193054357204487	0.0358	0.062	0.452310774543407
"file 113"	0.0350043019867021	0.22275447845459	0.967605585526641	0.114920328343795	0.504735531899952	0.604066579188469	0.935250424448217	0.000960614793467819	0.310812185322687	0.905263157894737	0.9565555	0.995063646371444	0.628397236716865	0.00639919470808168	0.0118666666666667	0.0345714285714286	0.452139178805859
"file 114"	0.0444865478612722	0.339710712432861	0.99444294920611	0.112614532282122	0.476040475325557	0.579860872154795	0.892627506538797	0.000967117988394584	0.339516439519218	0.801801801801802	0.9634925	0.998112157736459	0.597661966541153	0.0072260569456428	0.0134	0.0331428571428571	0.449694030842315
"file 115"	0.0419436151148015	0.304567813873291	0.964746586176414	0.134860135224712	0.426974630259866	0.605520143393048	0.937238649940263	0.00106063284426374	0.335777076333028	0.847736625514403	0.941785	0.999991779170508	0.599690252730638	0.00834052343974691	0.0154666666666667	0.0385714285714286	0.450266972453317
"file 116"	0.0245996036698155	0.346219539642334	0.999365397427528	0.142060388486441	0.41676685740178	0.608325818287312	0.953916555814211	0.0016463615409944	0.345772268644393	0.776632302405498	0.966994	0.999013875944923	0.545403663586979	0.0094909404659189	0.0176	0.0317142857142857	0.449095116189526
