Raw file	Experiment	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Fixed modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
80_10a	NCBP1_10a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2041	10694	0	15805	5583	0	10222	1224	1204	0	20	7.74	21.57	NaN	0.2	916	297027	6939	2.34	712	10.26	25581	4490	3980	17.55	33.74	640	14.25	+	0.38371	0.5886	0.23073	0.36242	
80_10b	NCBP1_10b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1967	10776	0	16040	5510	0	10530	944	926	0	18	5.89	16.81	NaN	0.17	718	285864	6877	2.41	768	11.17	24700	4367	3883	17.68	34.48	645	14.77	+	0.3707	0.56207	0.22049	0.33098	
80_10c	NCBP1_10c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2143	10475	0	16030	4920	0	11110	976	950	0	26	6.09	19.31	NaN	0.23	728	292290	6509	2.23	751	11.54	23854	3901	3358	16.35	37.51	653	16.74	+	0.35951	0.49842	0.21324	0.31973	
80_10d	NCBP1_10d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2236	10459	0	16358	4560	0	11798	885	860	0	25	5.41	18.86	NaN	0.21	671	271003	6291	2.32	639	10.16	22011	3642	3086	16.55	36.78	559	15.35	+	0.40282	0.58972	0.23411	0.35576	
80_12a	NCBP1_12a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1895	10886	0	15094	6676	0	8418	1969	1936	0	33	13.04	29	NaN	0.39	1529	320912	7267	2.26	851	11.71	34819	5287	4937	15.18	24.5	785	14.85	+	0.37766	0.559	0.22179	0.33143	
80_12c	NCBP1_12c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1839	11021	0	14672	7370	0	7302	2743	2689	0	54	18.7	36.49	NaN	0.74	2134	348273	7561	2.17	906	11.98	42569	5768	5429	13.55	20.12	871	15.1	+	0.37649	0.55905	0.22232	0.33148	
80_12d	NCBP1_12d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2039	10701	0	16441	4961	0	11480	1220	1198	0	22	7.42	24.15	NaN	0.19	1000	284459	6566	2.31	680	10.36	24855	4009	3519	16.13	31.76	579	14.44	+	0.34955	0.54118	0.19666	0.30027	
80_14a	NCBP1_14a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1932	10824	0	15607	6041	0	9566	1592	1571	0	21	10.2	26.01	NaN	0.22	1133	295363	6774	2.29	930	13.73	28984	4583	4188	15.81	30.79	855	18.66	+	0.36812	0.55279	0.22175	0.34198	
80_14b	NCBP1_14b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1929	10844	0	15624	6062	0	9562	1703	1676	0	27	10.9	27.65	NaN	0.28	1151	303259	6931	2.29	920	13.27	29586	4696	4307	15.87	29.63	814	17.33	+	0.38886	0.58949	0.2329	0.36812	
80_14c	NCBP1_14c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1973	10769	0	15815	5723	0	10092	1652	1634	0	18	10.45	28.55	NaN	0.18	1120	298130	6629	2.22	917	13.83	28578	4305	3863	15.06	28.82	816	18.95	+	0.37687	0.5631	0.22451	0.35207	
80_14d	NCBP1_14d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2238	10740	0	15978	5502	0	10476	1321	1290	0	31	8.27	23.45	NaN	0.3	957	300184	6628	2.21	669	10.09	25934	4381	3923	16.89	35.29	703	16.05	+	0.36117	0.57755	0.21071	0.33407	
80_18a	NCBP1_18a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2130	10928	0	15413	6443	0	8970	2233	2180	0	53	14.49	33.84	NaN	0.59	1628	319297	7063	2.21	757	10.72	32650	5111	4757	15.65	26.44	762	14.91	+	0.34707	0.53093	0.20361	0.31488	
80_18b	NCBP1_18b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1935	10822	0	15034	6610	0	8424	2220	2190	0	30	14.77	33.13	NaN	0.36	1679	320928	6970	2.17	884	12.68	35238	5185	4802	14.71	24.72	798	15.39	+	0.37724	0.60002	0.22542	0.37319	
80_18c	NCBP1_18c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2129	10472	0	15767	5177	0	10590	1448	1422	0	26	9.18	27.47	NaN	0.25	1123	292936	6377	2.18	625	9.8	26775	4167	3714	15.56	31.28	583	13.99	+	0.36343	0.55039	0.20984	0.32991	
80_18d	NCBP1_18d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1961	10860	0	14830	6890	0	7940	2441	2416	0	25	16.46	35.07	NaN	0.31	1886	323812	7192	2.22	834	11.6	38593	5508	5181	14.27	22.64	841	15.27	+	0.39022	0.58888	0.22468	0.34031	
80_20a	NCBP1_20a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1984	10725	0	15804	5646	0	10158	1316	1295	0	21	8.33	22.94	NaN	0.21	905	264361	6573	2.49	766	11.65	23158	4442	4061	19.18	34.27	693	15.6	+	0.35938	0.5484	0.2122	0.32454	
80_20b	NCBP1_20b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1902	10800	0	15496	6104	0	9392	1682	1664	0	18	10.85	27.26	NaN	0.19	1229	282427	6780	2.4	784	11.56	28243	4751	4366	16.82	28.26	717	15.09	+	0.3495	0.53847	0.20817	0.32437	
80_20c	NCBP1_20c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2044	10624	0	14440	6808	0	7632	2116	2049	0	67	14.65	30.1	NaN	0.88	1501	317850	7136	2.25	840	11.77	36951	5409	4992	14.64	23.59	820	15.16	+	0.47552	0.68764	0.28545	0.43312	
80_20d	NCBP1_20d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1895	10804	0	15081	6527	0	8554	2048	2015	0	33	13.58	30.87	NaN	0.39	1496	304356	6957	2.29	903	12.98	33133	5103	4680	15.4	25.62	866	16.97	+	0.39358	0.6035	0.23267	0.36904	
80_7a	NCBP1_7a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1914	10866	0	15815	5917	0	9898	1852	1828	0	24	11.71	30.89	NaN	0.24	1486	308523	7050	2.29	790	11.21	31322	4785	4351	15.28	24.17	591	12.35	+	0.36028	0.55592	0.21342	0.33611	
80_7b	NCBP1_7b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1912	10817	0	14874	6758	0	8116	2058	2032	0	26	13.84	30.07	NaN	0.32	1561	319949	7309	2.28	924	12.64	32605	5224	4782	16.02	25.14	821	15.72	+	0.35501	0.56426	0.21478	0.34897	
80_7c	NCBP1_7c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2065	10654	0	15694	5614	0	10080	1312	1288	0	24	8.36	22.94	NaN	0.24	1073	292843	7007	2.39	712	10.16	25487	4607	4107	18.08	32.18	627	13.61	+	0.31101	0.50286	0.18895	0.31073	
80_7d	NCBP1_7d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1923	10870	0	14621	7119	0	7502	2613	2559	0	54	17.87	35.95	NaN	0.72	2039	359725	7507	2.09	858	11.43	41222	5550	5213	13.46	20.55	753	13.57	+	0.35761	0.58276	0.2089	0.34353	
C_10a	NCBP1_C_10a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2156	10555	0	16478	4632	0	11846	463	446	0	17	2.81	9.63	NaN	0.14	258	272845	6387	2.34	689	10.79	21156	3603	3039	17.03	42.03	612	16.99	+	0.47471	0.66448	0.27592	0.41337	
C_10b	NCBP1_C_10b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2239	10411	0	16895	3925	0	12970	514	506	0	8	3.04	12.89	NaN	0.06	318	267147	6017	2.25	563	9.36	19833	3166	2595	15.96	42.11	478	15.1	+	0.43986	0.62843	0.25301	0.38594	
C_10c	NCBP1_C_10c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2134	10630	0	16360	4900	0	11460	630	617	0	13	3.85	12.59	NaN	0.11	386	271054	6359	2.35	728	11.45	22437	3831	3252	17.07	40.45	661	17.25	+	0.4782	0.64895	0.27416	0.39508	
C_10d	NCBP1_C_10d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2019	10743	0	16802	4684	0	12118	693	679	0	14	4.12	14.5	NaN	0.12	405	289839	6260	2.16	760	12.14	22815	3555	3006	15.58	40.09	697	19.61	+	0.51698	0.7255	0.29805	0.43438	
C_12a	NCBP1_C_12a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2042	10654	0	17130	4178	0	12952	866	850	0	16	5.06	20.34	NaN	0.12	596	286368	6016	2.1	573	9.52	22494	3350	2872	14.89	37.12	502	14.99	+	0.41328	0.60441	0.22989	0.34541	
C_12c	NCBP1_C_12c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1908	10871	0	16779	4963	0	11816	1149	1135	0	14	6.85	22.87	NaN	0.12	782	274449	6478	2.36	766	11.82	22953	3863	3407	16.83	36.69	635	16.44	+	0.40339	0.58371	0.22452	0.32945	
C_12d	NCBP1_C_12d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2083	10736	0	16711	4761	0	11950	750	742	0	8	4.49	15.58	NaN	0.07	474	274354	6149	2.24	792	12.88	22066	3614	3071	16.38	39.64	669	18.51	+	0.40746	0.58192	0.23411	0.35116	
C_14a	NCBP1_C_14a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1918	10794	0	15613	5975	0	9638	1835	1823	0	12	11.75	30.51	NaN	0.12	1375	301444	6872	2.28	835	12.15	30952	4723	4304	15.26	27.83	717	15.18	+	0.34056	0.50366	0.20237	0.30789	
C_14b	NCBP1_C_14b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2217	10314	0	15957	4671	0	11286	1058	1045	0	13	6.63	22.37	NaN	0.12	727	285089	6050	2.12	645	10.66	23413	3710	3230	15.85	35.72	563	15.18	+	0.37448	0.58215	0.21271	0.34008	
C_14c	NCBP1_C_14c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2601	10083	0	15602	4564	0	11038	1141	1124	0	17	7.31	24.63	NaN	0.15	719	295870	5754	1.94	667	11.59	22015	3393	2982	15.41	40.69	701	20.66	+	0.30193	0.49697	0.17604	0.2919	
C_14d	NCBP1_C_14d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1981	10703	0	15130	6276	0	8854	2376	2348	0	28	15.7	37.41	NaN	0.32	1911	325135	6829	2.1	743	10.88	37356	4984	4634	13.34	20.8	642	12.88	+	0.37691	0.59215	0.21776	0.35043	
C_18a	NCBP1_C_18a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2247	10304	0	16279	4329	0	11950	971	958	0	13	5.96	22.13	NaN	0.11	671	284895	5831	2.05	572	9.81	21973	3452	2971	15.71	36.83	524	15.18	+	0.40623	0.59359	0.23181	0.36018	
C_18b	NCBP1_C_18b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2027	10732	0	14880	6584	0	8296	1938	1919	0	19	13.02	29.15	NaN	0.23	1348	301866	7008	2.32	853	12.17	32408	5197	4837	16.04	27.78	823	15.84	+	0.37751	0.56668	0.2223	0.34621	
C_18c	NCBP1_C_18c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2227	10800	0	15485	6115	0	9370	1907	1887	0	20	12.32	30.86	NaN	0.21	1172	313136	6735	2.15	786	11.67	28387	4633	4250	16.32	32.58	854	18.43	+	0.33333	0.49215	0.19188	0.28037	
C_18d	NCBP1_C_18d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2116	10477	0	15779	5173	0	10606	1237	1222	0	15	7.84	23.62	NaN	0.14	805	255355	5969	2.34	761	12.75	22199	3909	3473	17.61	34.13	629	16.09	+	0.3585	0.54129	0.20258	0.31417	
C_20a	NCBP1_C_20a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1919	10828	0	14407	7249	0	7158	2199	2147	0	52	15.26	29.62	NaN	0.73	1474	307608	7230	2.35	1021	14.12	37302	5600	5175	15.01	23.69	989	17.66	+	0.44167	0.62512	0.26559	0.37973	
C_20b	NCBP1_C_20b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1971	10690	0	14825	6555	0	8270	1912	1881	0	31	12.9	28.7	NaN	0.37	1281	310294	6818	2.2	922	13.52	32550	5044	4618	15.5	28.35	906	17.96	+	0.39958	0.61722	0.23943	0.38373	
C_20c	NCBP1_C_20c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2260	10832	0	15527	6137	0	9390	1789	1710	0	79	11.52	27.86	NaN	0.84	1016	305242	6679	2.19	820	12.28	27447	4592	4214	16.73	32.39	866	18.86	+	0.43011	0.59297	0.25208	0.35399	
C_20d	NCBP1_C_20d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2035	10554	0	14936	6172	0	8764	1444	1431	0	13	9.67	23.19	NaN	0.15	1043	291230	6803	2.34	852	12.52	28325	4829	4217	17.05	32.74	842	17.44	+	0.3484	0.55459	0.20901	0.34711	
C_7a	NCBP1_C_7a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		2435	10570	0	16485	4655	0	11830	1342	1329	0	13	8.14	28.55	NaN	0.11	862	290632	5944	2.05	675	11.36	21243	3505	3096	16.5	41.32	690	19.69	+	0.29167	0.47052	0.16891	0.26726	
C_7b	NCBP1_C_7b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1904	10876	0	15629	6123	0	9506	1604	1584	0	20	10.26	25.87	NaN	0.21	1004	320211	6907	2.16	1047	15.16	29101	4475	3957	15.38	28.84	937	20.94	+	0.35454	0.57083	0.21348	0.36145	
C_7c	NCBP1_C_7c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1948	10723	0	15869	5577	0	10292	1324	1307	0	17	8.34	23.44	NaN	0.17	895	295411	6831	2.31	803	11.76	25697	4304	3798	16.75	32.78	715	16.61	+	0.35103	0.51874	0.20799	0.32179	
C_7d	NCBP1_C_7d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		1971	10710	0	15818	5602	0	10216	1472	1453	0	19	9.31	25.94	NaN	0.19	1098	308174	6870	2.23	744	10.83	28550	4400	3951	15.41	28.82	684	15.55	+	0.39937	0.58405	0.23236	0.34948	
2C_10a	NCBP2_3_C_10a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		5401	5205	0	7269	3141	0	4128	249	240	0	9	3.43	7.64	NaN	0.22	173	367562	3728	1.01	474	12.71	22670	2487	2252	10.97	29.57	465	18.7	+	0.62201	0.78563	0.36162	0.47492	
2C_10b	NCBP2_3_C_10b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4502	8394	0	11069	5719	0	5350	733	721	0	12	6.62	12.61	NaN	0.22	514	337962	6135	1.82	832	13.56	26431	4361	4011	16.5	34.24	899	20.61	+	0.75265	0.98312	0.46382	0.6338	
2C_10c	NCBP2_3_C_10c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		5232	6204	0	8798	3610	0	5188	313	303	0	10	3.56	8.39	NaN	0.19	197	392714	4310	1.1	582	13.5	24132	2723	2446	11.28	31.77	600	22.03	+	0.86549	1.0668	0.50647	0.63363	
2C_10d	NCBP2_3_C_10d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		5318	5657	0	7800	3514	0	4286	362	354	0	8	4.64	10.07	NaN	0.19	253	378218	4051	1.07	513	12.66	22670	2741	2514	12.09	29.63	519	18.93	+	0.69952	0.8837	0.39898	0.51032	
2C_12a	NCBP2_3_C_12a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4218	8684	0	10758	6610	0	4148	1420	1385	0	35	13.2	20.95	NaN	0.84	1030	326314	6715	2.06	834	12.42	26912	5267	4968	19.57	36.59	954	18.11	+	0.51873	0.76527	0.30364	0.45948	
2C_12b	NCBP2_3_C_12b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4683	7359	0	9269	5449	0	3820	1094	1072	0	22	11.8	19.67	NaN	0.58	745	357384	5629	1.58	742	13.18	26523	4256	3992	16.05	32.89	748	17.58	+	0.60719	0.85887	0.33399	0.47351	
2C_12c	NCBP2_3_C_12c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		5592	4702	0	6518	2886	0	3632	256	255	0	1	3.93	8.84	NaN	0.03	182	403343	3374	0.84	405	12	24519	2267	2068	9.25	27.75	421	18.57	+	0.60939	0.76529	0.32894	0.41124	
2C_12d	NCBP2_3_C_12d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4507	7769	0	9362	6174	0	3188	1647	1606	0	41	17.59	26.01	NaN	1.29	1237	356059	6150	1.73	794	12.91	29309	4960	4756	16.92	30.88	861	17.36	+	0.61142	0.82649	0.34793	0.48538	
2C_14a	NCBP2_3_C_14a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4791	6594	0	8069	5119	0	2950	741	726	0	15	9.18	14.18	NaN	0.51	546	360179	5064	1.41	685	13.53	27163	4061	3806	14.95	31.61	734	18.07	+	0.56743	0.74911	0.32198	0.43182	
2C_14b	NCBP2_3_C_14b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4081	9098	0	11006	7188	0	3818	1766	1696	0	70	16.05	23.59	NaN	1.83	1224	334386	7080	2.12	931	13.15	29123	5613	5384	19.27	34.16	1041	18.55	+	0.61275	0.83447	0.35513	0.49576	
2C_14c	NCBP2_3_C_14c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		5047	6177	0	7959	4395	0	3564	671	651	0	20	8.43	14.81	NaN	0.56	475	364749	4681	1.28	583	12.45	25532	3430	3221	13.43	31.46	624	18.19	+	0.5573	0.74801	0.3094	0.42315	
2C_14d	NCBP2_3_C_14d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		3472	11558	0	13892	9224	0	4668	575	551	0	24	4.14	5.97	NaN	0.51	463	385905	9267	2.4	1104	11.91	41565	7388	6907	17.77	25.27	1226	16.59	+	0.57074	0.82532	0.38072	0.55487	
2C_18a	NCBP2_3_C_18a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		3153	11846	0	13847	9845	0	4002	3899	3668	0	231	28.16	37.26	NaN	5.77	2955	307682	9710	3.16	1093	11.26	36846	8131	7939	22.07	29.84	1181	14.52	+	0.65666	0.93251	0.40338	0.59303	
2C_18b	NCBP2_3_C_18b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		3934	9466	0	11948	6984	0	4964	414	410	0	4	3.47	5.87	NaN	0.08	302	347650	7426	2.14	805	10.84	30102	5510	5137	18.3	33.69	923	16.75	+	0.78866	1.0474	0.4914	0.66839	
2C_18c	NCBP2_3_C_18c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4900	6731	0	8648	4814	0	3834	694	678	0	16	8.02	14.08	NaN	0.42	478	368293	5153	1.4	644	12.5	24808	3750	3485	15.12	33.86	697	18.59	+	0.65672	0.86131	0.36693	0.49339	
2C_18d	NCBP2_3_C_18d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4798	6840	0	8689	4991	0	3698	597	585	0	12	6.87	11.72	NaN	0.32	425	345714	5224	1.51	636	12.17	24729	3981	3707	16.1	35.46	685	17.21	+	0.56292	0.75007	0.31503	0.42313	
2C_20a	NCBP2_3_C_20a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4901	6553	0	8391	4715	0	3676	668	655	0	13	7.96	13.89	NaN	0.35	448	341519	4855	1.42	654	13.47	24038	3671	3423	15.27	33.99	684	18.63	+	0.49525	0.67421	0.26958	0.37219	
2C_20b	NCBP2_3_C_20b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4272	8477	0	10260	6694	0	3566	1721	1679	0	42	16.77	25.08	NaN	1.18	1212	355409	6646	1.87	868	13.06	29886	5288	5084	17.69	33.2	947	17.91	+	0.56169	0.78408	0.32485	0.4604	
2C_20c	NCBP2_3_C_20c	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		3808	9817	0	11898	7736	0	4162	1973	1931	0	42	16.58	24.96	NaN	1.01	1340	326100	7824	2.4	933	11.92	29757	6184	5952	20.78	36.08	1077	17.42	+	0.58835	0.82718	0.35366	0.50903	
2C_20d	NCBP2_3_C_20d	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4508	7781	0	9605	5957	0	3648	1161	1131	0	30	12.09	18.99	NaN	0.82	760	361219	5993	1.66	815	13.6	28417	4687	4463	16.49	34.44	828	17.67	+	0.57226	0.76507	0.32537	0.44647	
2C_7a	NCBP2_3_C_7a	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		4744	7242	0	9280	5204	0	4076	856	838	0	18	9.22	16.1	NaN	0.44	578	347019	5454	1.57	703	12.89	24244	4004	3794	16.52	36.35	800	19.98	+	0.56266	0.75534	0.3239	0.44496	
2C_7b	NCBP2_3_C_7b	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term);Phospho (STY)	Carbamidomethyl (C)			False	False	1	2		Standard		5087	6074	0	8122	4026	0	4096	437	432	0	5	5.38	10.73	NaN	0.12	265	363149	4322	1.19	596	13.79	23748	3067	2846	12.91	34.08	632	20.61	+	0.62352	0.81347	0.35158	0.46588	
